Site Name(Office),Raised Time,Alarm Code,Cleared Time,Duration(hh:mm:ss),Severity,NE,Alarm Type,Root Alarm Indicator,Location,NE Type,Specific Problem,Remark,ADMC Alarm,Repeated Count,Alarm Object Type,Alarm Object DN,Board Type,Alarm Object ID,Site ID(Office),Alarm Object Name,ACK State,System Type,Probable Cause,Product,Alarm AID,Additional NE,Additional Location,Changed Time,Additional Information,(Un)ACK User ID,(Un)ACK System ID,(Un)ACK Time,(Un)ACK Information,Clear User ID,Clear System ID,Clear Type,Clear Info,Comment,Comment User ID,Comment System ID,Comment Time,Alarm ID,NE IP,Link,NE Group,NE Agent,Related Service(s),Create Type,Threshold Information,Maintenance State,Raised Logging Time,Cleared Logging Time
Zvishavane-MD0109-U,12/13/2020 23:22,Cell is out of service(199083022),12/13/2020 23:25,0:03:12,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1312;  Cell ID:13123;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  the Module No. of the board:1;  Unit No. of the board:10;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:6,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=13123",CDR,13123,1312,Zvishavane-MD0109-U-3,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5860025,Zvishavane-MD0109-U(1312),,,Site ID(Office) : 1312; Site Name(Office) : Zvishavane-MD0109-U; Alarm Object Type : CELL; Alarm Object ID : 13123; Alarm Object Name : Zvishavane-MD0109-U-3; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 23:17,12/13/2020 23:20
Zvishavane-MD0109-U,12/13/2020 23:22,Cell is out of service(199083022),12/13/2020 23:25,0:03:12,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1312;  Cell ID:13121;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:5;  the Module No. of the board:1;  Unit No. of the board:10;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:6,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=13121",CDR,13121,1312,Zvishavane-MD0109-U-1,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5860023,Zvishavane-MD0109-U(1312),,,Site ID(Office) : 1312; Site Name(Office) : Zvishavane-MD0109-U; Alarm Object Type : CELL; Alarm Object ID : 13121; Alarm Object Name : Zvishavane-MD0109-U-1; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 23:17,12/13/2020 23:20
Zvishavane-MD0109-U,12/13/2020 23:22,Cell is out of service(199083022),12/13/2020 23:25,0:03:12,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1312;  Cell ID:13122;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:35;  the Module No. of the board:1;  Unit No. of the board:10;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:6,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=13122",CDR,13122,1312,Zvishavane-MD0109-U-2,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5860024,Zvishavane-MD0109-U(1312),,,Site ID(Office) : 1312; Site Name(Office) : Zvishavane-MD0109-U; Alarm Object Type : CELL; Alarm Object ID : 13122; Alarm Object Name : Zvishavane-MD0109-U-2; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 23:17,12/13/2020 23:20
Domboshava-HA0026,12/13/2020 23:22,Link between OMM and NE broken(198099803),12/13/2020 23:23,0:01:13,Critical,Domboshava-HA0026(44),Communications Alarm,,,ME(MO SDR),,"U RNCId: 4; IP: 10.182.1.1, OMC channel is abnormal; U nodeBId:44",No,,SDR,"SubNetwork=4,MEID=44",,44,44,Domboshava-HA0026,Unacknowledged,Wireless Public Alarm(20402),Connection establishment error(566),UMTS,0,,,,Site ID(Office) : 44; Site Name(Office) : Domboshava-HA0026; Alarm Object Type : SDR; Alarm Object ID : 44; Alarm Object Name : Domboshava-HA0026; Board Type : ; ,,,,,,,Normal,,,,,,1.5859E+12,10.182.1.1,,"SDRMGR_V4 OMMB,Harare V4 OMMB(4)",SDRMGR_V4 OMMB,,,,,12/13/2020 23:16,12/13/2020 23:17
Domboshava-HA0026,12/13/2020 23:20,NodeB is out of service(199083023),12/13/2020 23:23,0:03:09,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=8,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,NCP link failure,"Alarm Object:NODEB;  NodeB ID:44;  Alarm sub code:2;  Iub Transport bearer type:IP V4 Bearer Type;  Link Number:1;  Link ID list:1042; Logic Position:System No.:0,Module No.:8,Index:0;",No,,NODEB,"SubNetwork=4,MEID=4,URncFunction=4,UIubLink=44",CDR,44,44,Domboshava-HA0026,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5860018,Domboshava-HA0026(44),,,Site ID(Office) : 44; Site Name(Office) : Domboshava-HA0026; Alarm Object Type : NODEB; Alarm Object ID : 44; Alarm Object Name : Domboshava-HA0026; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 23:14,12/13/2020 23:17
Zvishavane-MD0109-U,12/13/2020 22:58,NodeB is out of service(199083023),12/13/2020 23:22,0:23:46,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,NCP link failure,"Alarm Object:NODEB;  NodeB ID:1312;  Alarm sub code:2;  Iub Transport bearer type:IP V4 Bearer Type;  Link Number:1;  Link ID list:1312; Logic Position:System No.:0,Module No.:6,Index:0;",No,,NODEB,"SubNetwork=4,MEID=4,URncFunction=4,UIubLink=1312",CDR,1312,1312,Zvishavane-MD0109-U,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5859913,Zvishavane-MD0109-U(1312),,,Site ID(Office) : 1312; Site Name(Office) : Zvishavane-MD0109-U; Alarm Object Type : NODEB; Alarm Object ID : 1312; Alarm Object Name : Zvishavane-MD0109-U; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 22:53,12/13/2020 23:17
Domboshava-HA0026,12/13/2020 23:10,Cell is out of service(199083022),12/13/2020 23:13,0:02:50,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=8,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:44;  Cell ID:50441;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:73;  the Module No. of the board:1;  Unit No. of the board:8;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:8,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=50441",CDR,50441,44,Domboshava-HA0026-U-1,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5859985,Domboshava-HA0026(44),,,Site ID(Office) : 44; Site Name(Office) : Domboshava-HA0026; Alarm Object Type : CELL; Alarm Object ID : 50441; Alarm Object Name : Domboshava-HA0026-U-1; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 23:04,12/13/2020 23:07
Domboshava-HA0026,12/13/2020 23:10,Cell is out of service(199083022),12/13/2020 23:13,0:02:50,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=8,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:44;  Cell ID:50442;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:34;  the Module No. of the board:1;  Unit No. of the board:8;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:8,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=50442",CDR,50442,44,Domboshava-HA0026-U-2,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5859986,Domboshava-HA0026(44),,,Site ID(Office) : 44; Site Name(Office) : Domboshava-HA0026; Alarm Object Type : CELL; Alarm Object ID : 50442; Alarm Object Name : Domboshava-HA0026-U-2; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 23:04,12/13/2020 23:07
Domboshava-HA0026,12/13/2020 23:10,Cell is out of service(199083022),12/13/2020 23:13,0:02:50,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=8,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:44;  Cell ID:50443;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:6;  the Module No. of the board:1;  Unit No. of the board:8;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:8,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=50443",CDR,50443,44,Domboshava-HA0026-U-3,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5859987,Domboshava-HA0026(44),,,Site ID(Office) : 44; Site Name(Office) : Domboshava-HA0026; Alarm Object Type : CELL; Alarm Object ID : 50443; Alarm Object Name : Domboshava-HA0026-U-3; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 23:04,12/13/2020 23:07
Domboshava-HA0026,12/13/2020 23:10,Cell is out of service(199083022),12/13/2020 23:13,0:02:50,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=8,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:44;  Cell ID:50444;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:82;  the Module No. of the board:1;  Unit No. of the board:8;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:8,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=50444",CDR,50444,44,Domboshava-HA0026-U-4,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5859988,Domboshava-HA0026(44),,,Site ID(Office) : 44; Site Name(Office) : Domboshava-HA0026; Alarm Object Type : CELL; Alarm Object ID : 50444; Alarm Object Name : Domboshava-HA0026-U-4; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 23:04,12/13/2020 23:07
Domboshava-HA0026,12/13/2020 23:10,Cell is out of service(199083022),12/13/2020 23:13,0:02:50,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=8,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:44;  Cell ID:50445;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:2;  the Module No. of the board:1;  Unit No. of the board:8;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:8,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=50445",CDR,50445,44,Domboshava-HA0026-U-5,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5859989,Domboshava-HA0026(44),,,Site ID(Office) : 44; Site Name(Office) : Domboshava-HA0026; Alarm Object Type : CELL; Alarm Object ID : 50445; Alarm Object Name : Domboshava-HA0026-U-5; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 23:04,12/13/2020 23:07
Domboshava-HA0026,12/13/2020 23:10,Cell is out of service(199083022),12/13/2020 23:13,0:02:50,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=8,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:44;  Cell ID:50446;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:79;  the Module No. of the board:1;  Unit No. of the board:8;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:8,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=50446",CDR,50446,44,Domboshava-HA0026-U-6,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5859990,Domboshava-HA0026(44),,,Site ID(Office) : 44; Site Name(Office) : Domboshava-HA0026; Alarm Object Type : CELL; Alarm Object ID : 50446; Alarm Object Name : Domboshava-HA0026-U-6; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 23:04,12/13/2020 23:07
Mkoba-MD0068-U,12/13/2020 23:04,Cell is out of service(199083022),12/13/2020 23:11,0:06:21,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The audit response message from the Node B does not contain the information of established cell.,"Alarm Object:CELL;  NodeB ID:1240;  Cell ID:12401;  Alarm sub code:39;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:49;  the Module No. of the board:1;  Unit No. of the board:10;  Processor No. of the board:1;  Subsystem No. of the board:1;  Reserved:14/48/51/49/51/51; Logic Position:System No.:0,Module No.:6,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12401",CDR,12401,1240,Mkoba-MD0068-U-1,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5859956,Mkoba(1240),,,Site ID(Office) : 1240; Site Name(Office) : Mkoba-MD0068-U; Alarm Object Type : CELL; Alarm Object ID : 12401; Alarm Object Name : Mkoba-MD0068-U-1; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 22:59,12/13/2020 23:05
Mkoba-MD0068-U,12/13/2020 23:04,Cell is out of service(199083022),12/13/2020 23:11,0:06:21,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The audit response message from the Node B does not contain the information of established cell.,"Alarm Object:CELL;  NodeB ID:1240;  Cell ID:12402;  Alarm sub code:39;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:28;  the Module No. of the board:1;  Unit No. of the board:10;  Processor No. of the board:1;  Subsystem No. of the board:1;  Reserved:14/48/51/49/51/51; Logic Position:System No.:0,Module No.:6,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12402",CDR,12402,1240,Mkoba-MD0068-U-2,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5859957,Mkoba(1240),,,Site ID(Office) : 1240; Site Name(Office) : Mkoba-MD0068-U; Alarm Object Type : CELL; Alarm Object ID : 12402; Alarm Object Name : Mkoba-MD0068-U-2; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 22:59,12/13/2020 23:05
Mkoba-MD0068-U,12/13/2020 23:04,Cell is out of service(199083022),12/13/2020 23:11,0:06:21,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The audit response message from the Node B does not contain the information of established cell.,"Alarm Object:CELL;  NodeB ID:1240;  Cell ID:12404;  Alarm sub code:39;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:50;  the Module No. of the board:1;  Unit No. of the board:10;  Processor No. of the board:1;  Subsystem No. of the board:1;  Reserved:14/48/51/49/51/51; Logic Position:System No.:0,Module No.:6,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12404",CDR,12404,1240,Mkoba-MD0068-U-4,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5859959,Mkoba(1240),,,Site ID(Office) : 1240; Site Name(Office) : Mkoba-MD0068-U; Alarm Object Type : CELL; Alarm Object ID : 12404; Alarm Object Name : Mkoba-MD0068-U-4; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 22:59,12/13/2020 23:05
Mkoba-MD0068-U,12/13/2020 23:04,Cell is out of service(199083022),12/13/2020 23:11,0:06:21,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The audit response message from the Node B does not contain the information of established cell.,"Alarm Object:CELL;  NodeB ID:1240;  Cell ID:12405;  Alarm sub code:39;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:51;  the Module No. of the board:1;  Unit No. of the board:10;  Processor No. of the board:1;  Subsystem No. of the board:1;  Reserved:14/48/51/49/51/51; Logic Position:System No.:0,Module No.:6,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12405",CDR,12405,1240,Mkoba-MD0068-U-5,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5859960,Mkoba(1240),,,Site ID(Office) : 1240; Site Name(Office) : Mkoba-MD0068-U; Alarm Object Type : CELL; Alarm Object ID : 12405; Alarm Object Name : Mkoba-MD0068-U-5; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 22:59,12/13/2020 23:05
Mkoba-MD0068-U,12/13/2020 23:04,Cell is out of service(199083022),12/13/2020 23:11,0:06:21,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The audit response message from the Node B does not contain the information of established cell.,"Alarm Object:CELL;  NodeB ID:1240;  Cell ID:12403;  Alarm sub code:39;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:93;  the Module No. of the board:1;  Unit No. of the board:10;  Processor No. of the board:1;  Subsystem No. of the board:1;  Reserved:14/48/51/49/51/51; Logic Position:System No.:0,Module No.:6,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12403",CDR,12403,1240,Mkoba-MD0068-U-3,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5859958,Mkoba(1240),,,Site ID(Office) : 1240; Site Name(Office) : Mkoba-MD0068-U; Alarm Object Type : CELL; Alarm Object ID : 12403; Alarm Object Name : Mkoba-MD0068-U-3; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 22:59,12/13/2020 23:05
Mkoba-MD0068-U,12/13/2020 23:04,Cell is out of service(199083022),12/13/2020 23:11,0:06:21,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The audit response message from the Node B does not contain the information of established cell.,"Alarm Object:CELL;  NodeB ID:1240;  Cell ID:12406;  Alarm sub code:39;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:17;  the Module No. of the board:1;  Unit No. of the board:10;  Processor No. of the board:1;  Subsystem No. of the board:1;  Reserved:14/48/51/49/51/51; Logic Position:System No.:0,Module No.:6,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12406",CDR,12406,1240,Mkoba-MD0068-U-6,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5859961,Mkoba(1240),,,Site ID(Office) : 1240; Site Name(Office) : Mkoba-MD0068-U; Alarm Object Type : CELL; Alarm Object ID : 12406; Alarm Object Name : Mkoba-MD0068-U-6; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 22:59,12/13/2020 23:05
Domboshava-HA0026,12/13/2020 23:09,Link between OMM and NE broken(198099803),12/13/2020 23:10,0:01:04,Critical,Domboshava-HA0026(44),Communications Alarm,,,ME(MO SDR),,"U RNCId: 4; IP: 10.182.1.1, OMC channel is abnormal; U nodeBId:44",No,,SDR,"SubNetwork=4,MEID=44",,44,44,Domboshava-HA0026,Unacknowledged,Wireless Public Alarm(20402),Connection establishment error(566),UMTS,0,,,,Site ID(Office) : 44; Site Name(Office) : Domboshava-HA0026; Alarm Object Type : SDR; Alarm Object ID : 44; Alarm Object Name : Domboshava-HA0026; Board Type : ; ,,,,,,,Normal,,,,,,1.5859E+12,10.182.1.1,,"SDRMGR_V4 OMMB,Harare V4 OMMB(4)",SDRMGR_V4 OMMB,,,,,12/13/2020 23:03,12/13/2020 23:04
Domboshava-HA0026,12/13/2020 23:07,NodeB is out of service(199083023),12/13/2020 23:10,0:03:09,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=8,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,NCP link failure,"Alarm Object:NODEB;  NodeB ID:44;  Alarm sub code:2;  Iub Transport bearer type:IP V4 Bearer Type;  Link Number:1;  Link ID list:1042; Logic Position:System No.:0,Module No.:8,Index:0;",No,,NODEB,"SubNetwork=4,MEID=4,URncFunction=4,UIubLink=44",CDR,44,44,Domboshava-HA0026,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5859972,Domboshava-HA0026(44),,,Site ID(Office) : 44; Site Name(Office) : Domboshava-HA0026; Alarm Object Type : NODEB; Alarm Object ID : 44; Alarm Object Name : Domboshava-HA0026; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 23:01,12/13/2020 23:04
Morganster-MV7050-U,12/13/2020 23:05,Cell is out of service(199083022),12/13/2020 23:07,0:02:01,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=2,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1272;  Cell ID:12722;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:2;  User plane resource Unit ID:30;  the Module No. of the board:1;  Unit No. of the board:2;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:1;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:9,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12722",CDR,12722,1272,Morganster-MV7050-U-2,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5859964,Morganster-MV7050-U(1272),,,Site ID(Office) : 1272; Site Name(Office) : Morganster-MV7050-U; Alarm Object Type : CELL; Alarm Object ID : 12722; Alarm Object Name : Morganster-MV7050-U-2; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 23:00,12/13/2020 23:02
